NPI,Gender,State,Credentials,Specialty,ACETAMINOPHEN,CARISOPRODOL,FENTANYL,HYDROCODONE,HYDROMORPHONE,METHADONE,MORPHINE,MORPHINE,OXYCODONE,OXYCODONE,OXYCONTIN,TRAMADOL,Opioid,Total_Opioids
1932542842,M,IN,MD,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1124197108,M,PR,MD,Nephrology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1851458723,M,TX,MD,General Surgery,0,0,0,28,0,0,0,0,0,0,0,0,1,28.0
1063617975,M,MD,MD,Family Practice,0,0,0,0,0,0,0,0,18,39,0,78,1,135.0
1144333055,M,TX,DO,Family Practice,0,0,0,19,0,0,0,0,0,0,0,0,1,19.0
1801860630,M,NY,MD,Urology,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1154472579,M,PA,MD,Family Practice,0,0,16,41,0,0,0,0,130,31,0,34,1,252.0
1316956899,M,CA,MD,Internal Medicine,0,0,0,66,0,0,0,0,0,0,0,24,1,90.0
1184667842,F,CA,MD,Family Practice,26,0,16,223,0,0,0,0,41,0,0,102,1,408.0
1831278092,F,MI,PAC,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,18,1,18.0
1851308340,M,PR,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,30,1,30.0
1063464808,M,NJ,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1487841177,M,CA,MD,Orthopedic Surgery,48,0,0,71,0,0,0,0,0,0,0,0,1,119.0
1063475432,M,IL,PA,Physician Assistant,0,0,0,27,0,0,0,0,0,0,0,0,1,27.0
1346294717,M,UT,MD,Internal Medicine,0,11,0,112,0,13,0,0,17,13,0,93,1,259.0
1437186061,M,WA,MD,Emergency Medicine,0,0,0,30,0,0,0,0,0,0,0,12,1,42.0
1114173721,M,CA,DDSMD,Maxillofacial Surgery,0,0,0,15,0,0,0,0,0,0,0,0,1,15.0
1083671184,M,OH,MD,Preventive Medicine,0,0,0,11,0,0,0,0,15,0,0,0,1,26.0
1023360765,F,MN,PA,Physician Assistant,0,0,0,0,0,0,0,0,21,0,0,15,1,36.0
1285617332,M,TN,MD,Infectious Disease,0,11,0,326,13,0,0,69,109,60,47,17,1,652.0
1992771174,M,AR,MD,Otolaryngology,0,0,0,36,0,0,0,0,0,0,0,0,1,36.0
1467718734,F,TN,MD,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1811156482,M,WI,MD,Rheumatology,17,0,0,108,0,0,0,0,13,0,0,69,1,207.0
1578819355,M,TX,DDS,Dentist,71,0,0,72,0,0,0,0,0,0,0,0,1,143.0
1649208638,F,CA,MD,Neuropsychiatry,0,0,0,13,0,0,0,0,0,0,0,0,1,13.0
1932410776,M,TX,MD,Family Practice,0,0,0,39,0,0,0,0,0,0,0,0,1,39.0
1770716300,M,OH,PAC,Physician Assistant,0,0,0,43,0,0,0,0,0,0,0,0,1,43.0
1568454932,M,PR,MD,General Practice,0,0,0,0,0,0,0,0,0,0,0,80,1,80.0
1790746642,F,NY,PA,Physician Assistant,0,0,0,0,0,0,0,0,11,0,0,0,1,11.0
1831388396,M,TX,MD,Family Practice,0,0,0,123,0,0,0,0,0,0,0,187,1,310.0
1649373424,F,OR,MD,Family Practice,0,0,0,0,0,0,0,0,0,16,0,0,1,16.0
1740249861,M,ME,MD,Family Practice,0,0,0,42,0,19,0,0,0,20,0,41,1,122.0
1902899230,M,WY,PA,Physician Assistant,0,0,0,16,0,0,0,0,0,0,0,0,1,16.0
1548277015,M,NY,MD,Hand Surgery,0,0,0,16,0,0,0,0,0,0,0,14,1,30.0
1831118678,F,WV,MD,Emergency Medicine,0,0,0,23,0,0,0,0,0,0,0,0,1,23.0
1144200999,M,TN,MD,Pulmonary Disease,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1063667889,M,NC,MD,Family Practice,0,0,0,0,0,0,0,0,13,0,0,0,1,13.0
1659390201,M,TX,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1023003407,M,TX,MD,Emergency Medicine,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1427249184,M,OH,,Hospice and Palliative Care,0,0,43,11,11,14,28,56,43,44,52,0,1,302.0
1447469598,M,IL,DO,Emergency Medicine,0,0,0,108,0,0,0,0,12,0,0,0,1,120.0
1356360713,M,VA,MD,Orthopedic Surgery,0,0,0,47,0,0,0,0,26,0,0,0,1,73.0
1508832528,M,AL,MD,Family Practice,0,0,0,112,0,0,0,0,0,0,0,16,1,128.0
1942292511,M,VA,MD,Family Practice,15,0,67,115,0,0,11,32,34,20,13,142,1,449.0
1427019512,F,RI,NP,Nurse Practitioner,0,0,0,0,0,0,0,13,0,37,0,0,1,50.0
1962483768,M,TX,DDS,Maxillofacial Surgery,0,0,0,61,0,0,0,0,0,0,0,48,1,109.0
1023070364,M,WI,MD,Cardiology,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1295765063,M,FL,DO,Family Practice,0,14,0,112,0,0,0,0,0,0,0,141,1,267.0
1588873715,M,AZ,MD,Thoracic Surgery,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1922178342,M,CA,MD,Emergency Medicine,0,0,0,25,0,0,0,0,0,0,0,0,1,25.0
1821031253,M,TX,MD,Medical Oncology,0,0,29,131,0,0,0,38,0,0,0,0,1,198.0
1154515385,F,CA,MD,Hand Surgery,0,0,0,19,0,0,0,0,0,0,0,0,1,19.0
1073581856,M,CA,DDS,Dentist,0,0,0,57,0,0,0,0,0,0,0,0,1,57.0
1700292620,M,SC,DMD,Dentist,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1740289222,M,AK,MD,Orthopedic Surgery,0,0,0,19,0,0,0,0,19,0,0,0,1,38.0
1528022753,M,AL,MD,Plastic and Reconstructive Surgery,0,0,0,73,0,0,0,0,0,0,0,0,1,73.0
1073664660,F,CA,MDPHD,Hematology/Oncology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1194796813,F,FL,DO,Family Practice,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1811917305,M,CA,MD,Family Practice,0,0,0,43,0,0,0,0,0,0,0,27,1,70.0
1770529885,F,FL,MD,General Practice,0,0,0,0,0,0,0,0,0,0,0,17,1,17.0
1225265051,M,MA,MD,Internal Medicine,12,0,13,17,11,18,0,0,13,34,0,35,1,153.0
1760558092,F,OH,MD,Family Practice,13,0,22,142,0,0,0,27,65,17,26,41,1,353.0
1396892287,M,LA,MD,Cardiac Electrophysiology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1144243239,F,NY,RPAC,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1457471781,F,PA,CRNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1770772881,F,WA,ARNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1679881221,M,IL,MD,Internal Medicine,0,0,0,15,0,0,0,0,0,0,0,0,1,15.0
1861557605,F,IL,MD,Otolaryngology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1255394888,M,SC,MD,Family Practice,0,0,0,118,0,0,0,0,0,0,0,64,1,182.0
1619241551,M,OR,PAC,Physician Assistant,13,0,0,0,0,0,0,0,0,11,0,0,1,24.0
1396703161,M,CA,MD,Orthopedic Surgery,0,0,0,25,0,0,0,0,0,0,0,0,1,25.0
1578562096,M,AL,CRNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,17,1,17.0
1689763633,M,GA,MD,Internal Medicine,0,0,0,48,0,0,0,0,0,0,0,108,1,156.0
1134177827,F,NY,MD,General Practice,0,0,63,11,0,0,12,0,50,21,11,29,1,197.0
1629090709,M,CA,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1629325998,F,SC,APRN,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,33,1,33.0
1780832766,M,FL,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1588680953,M,NE,MD,Family Practice,13,0,18,181,0,0,0,57,23,0,0,49,1,341.0
1639124985,M,IL,MD,Emergency Medicine,0,0,0,27,0,0,0,0,0,0,0,0,1,27.0
1336403260,M,GA,MD,Urology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1578569729,F,WI,MD,Family Practice,0,0,0,45,0,0,0,0,0,0,0,83,1,128.0
1538489158,F,OR,FNPC,Nurse Practitioner,0,0,0,20,14,0,0,0,0,32,0,0,1,66.0
1043507866,M,IL,MD,Urology,0,0,0,16,0,0,0,0,0,0,0,0,1,16.0
1740397009,M,CA,DDS,Dentist,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1922142124,M,IL,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1154492296,M,NY,MD,Internal Medicine,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1942296470,M,PA,DPM,Podiatry,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1417123696,F,MN,MD,Family Practice,0,0,0,26,0,0,0,0,0,0,0,22,1,48.0
1396960068,M,FL,DMD,Dentist,0,0,0,20,0,0,0,0,0,0,0,0,1,20.0
1053547042,M,NC,DMD,Dentist,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1326090796,M,AZ,MD,Emergency Medicine,0,0,0,0,0,0,0,0,0,0,0,11,1,11.0
1295721322,M,WA,MD,Colorectal Surgery (formerly proctology),0,0,0,14,0,0,0,0,12,0,0,0,1,26.0
1326024357,F,IL,MD,Internal Medicine,11,0,0,62,0,0,0,0,0,0,0,118,1,191.0
1659302990,M,NY,DO,Family Practice,0,0,76,27,0,0,0,0,60,46,0,0,1,209.0
1124001771,M,MI,PA,Physician Assistant,0,0,0,21,0,0,0,0,0,0,0,0,1,21.0
1053536250,M,NY,MD,Internal Medicine,0,0,0,0,0,0,0,0,16,0,0,23,1,39.0
1790713386,F,VA,MD,Emergency Medicine,0,0,0,28,0,0,0,0,0,0,0,12,1,40.0
1619074614,M,FL,MD,Internal Medicine,0,0,0,0,0,0,0,0,16,0,0,0,1,16.0
1063411924,F,GA,MD,Internal Medicine,0,0,0,12,0,0,0,0,0,0,0,76,1,88.0
1447244678,M,FL,MD,Internal Medicine,0,0,101,373,36,0,16,22,110,24,0,227,1,909.0
1447220843,M,OK,MD,Internal Medicine,0,0,0,101,0,0,0,0,0,18,0,24,1,143.0
1760426266,M,MI,MD,Nephrology,0,0,0,103,0,0,0,0,17,0,0,48,1,168.0
1013934017,M,MN,MD,Internal Medicine,0,0,30,184,0,0,0,0,61,0,12,343,1,630.0
1265400170,F,OK,MD,Geriatric Medicine,18,20,24,160,0,0,0,21,0,0,0,163,1,406.0
1629073598,M,CO,MD,Family Practice,0,0,0,84,0,0,0,12,15,0,0,17,1,128.0
1710939228,M,AL,MD,Orthopedic Surgery,0,0,0,308,0,0,0,0,90,0,0,42,1,440.0
1255432530,M,OR,DPM,Podiatry,0,0,0,23,11,0,0,0,42,0,0,0,1,76.0
1417942335,F,ND,FNP,Nurse Practitioner,0,0,0,37,0,0,0,0,0,0,0,23,1,60.0
1851408058,M,WI,DO,Family Practice,0,0,0,0,0,0,0,0,0,0,0,14,1,14.0
1659379725,M,NY,MD,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1801979752,M,NJ,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,12,1,12.0
1518905355,M,FL,MD,Internal Medicine,0,0,17,161,0,0,0,0,0,0,0,40,1,218.0
1063468312,M,OH,MD,Internal Medicine,0,0,45,198,0,0,0,0,60,0,0,46,1,349.0
1891704193,M,MO,DDS,Dentist,0,0,0,142,0,0,0,0,0,0,0,0,1,142.0
1841298767,M,LA,MD,Family Practice,0,13,0,67,0,0,0,0,0,0,0,73,1,153.0
1063492809,M,FL,MD,Gynecological/Oncology,0,0,0,25,0,0,0,0,0,0,0,0,1,25.0
1679571186,M,FL,MD,Cardiology,0,0,0,0,0,0,0,0,0,0,0,12,1,12.0
1356570923,M,WA,MD,Internal Medicine,25,0,0,152,0,41,0,34,92,38,25,55,1,462.0
1952615049,M,NY,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,37,1,37.0
1346282357,F,PA,FNP,Nurse Practitioner,0,0,0,0,0,0,0,0,14,17,0,0,1,31.0
1396740791,M,LA,MD,Otolaryngology,0,0,0,41,0,0,0,0,0,0,0,0,1,41.0
1902907587,M,NY,MD,General Surgery,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1548255912,M,PA,MD,Internal Medicine,0,0,0,16,0,0,0,0,0,0,0,48,1,64.0
1184658528,M,CT,MD,Internal Medicine,0,0,0,11,0,0,0,0,0,0,0,14,1,25.0
1922117787,M,CT,MD,Hand Surgery,0,0,0,35,0,0,0,0,16,0,0,0,1,51.0
1912948647,M,SC,MD,Psychiatry,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1497160162,M,MA,DO,General Surgery,0,0,0,0,0,0,0,0,13,0,0,0,1,13.0
1144532870,F,ME,PAC,Physician Assistant,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1174593164,M,VA,MD,Neurosurgery,0,0,0,14,0,0,0,0,17,0,0,15,1,46.0
1669646543,M,WA,MD,Family Practice,0,0,0,18,0,0,0,0,0,0,0,0,1,18.0
1093742314,M,MO,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1609972959,F,MO,DO,Family Practice,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1619041415,M,TX,DO,Family Practice,45,0,0,113,0,0,0,0,0,0,0,61,1,219.0
1083610505,M,AR,MD,Ophthalmology,0,0,0,34,0,0,0,0,0,0,0,0,1,34.0
1710095401,M,AZ,DDS,Dentist,0,0,0,19,0,0,0,0,0,0,0,0,1,19.0
1346335981,M,TN,MD,Family Practice,31,24,0,307,0,0,0,22,37,0,12,80,1,513.0
1396738472,F,NY,DO,Emergency Medicine,0,0,0,21,0,0,0,0,0,0,0,0,1,21.0
1881775898,F,VT,PAC,Physician Assistant,0,0,0,16,0,0,0,0,0,16,0,0,1,32.0
1316052590,M,OH,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1295967164,F,NH,,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1124282082,M,IL,MD,Internal Medicine,0,0,0,43,0,0,0,0,0,0,0,17,1,60.0
1194712240,M,NC,MD,Hematology/Oncology,0,0,0,0,0,0,16,19,0,27,24,0,1,86.0
1447209531,M,TX,MD,Internal Medicine,49,18,13,338,0,0,0,0,15,0,0,286,1,719.0
1295794725,M,CA,MD,Family Practice,11,12,19,51,0,0,0,0,0,24,0,22,1,139.0
1225097819,M,IL,MD,Internal Medicine,0,0,0,21,0,0,0,0,0,0,0,55,1,76.0
1386963619,F,FL,MD,Clinic/Center,0,0,0,0,0,0,0,0,0,0,0,36,1,36.0
1003944646,F,ME,MD,Family Practice,0,0,0,109,0,0,0,0,0,85,19,20,1,233.0
1609804087,F,PA,CRNP,Nurse Practitioner,16,0,26,198,0,0,0,0,39,11,0,157,1,447.0
1215920319,M,CA,MD,Family Practice,38,37,0,520,0,0,0,0,0,0,0,116,1,711.0
1992783393,M,TX,DO,Otolaryngology,0,0,0,38,0,0,0,0,17,0,0,0,1,55.0
1538365127,M,HI,MD,Internal Medicine,0,0,33,0,0,0,0,0,0,0,0,16,1,49.0
1477637833,M,CA,DDS,Dentist,0,0,0,13,0,0,0,0,0,0,0,0,1,13.0
1730140104,M,NH,PAC,Physician Assistant,0,0,0,24,0,0,0,0,0,23,0,0,1,47.0
1043347461,F,CA,NPC,Nurse Practitioner,0,0,0,30,0,0,0,0,0,0,0,13,1,43.0
1689622268,F,FL,MD,Internal Medicine,0,0,0,0,0,0,0,0,12,0,0,0,1,12.0
1114951431,M,ND,MD,Family Practice,13,0,25,134,15,0,0,12,15,13,0,101,1,328.0
1841386711,M,NY,MD,Internal Medicine,27,0,0,0,0,0,0,0,0,0,0,51,1,78.0
1508157983,F,OH,MD,Internal Medicine,0,22,0,83,0,0,0,12,18,27,0,18,1,180.0
1952379869,M,KS,MD,Internal Medicine,77,0,22,289,0,0,0,13,35,50,0,129,1,615.0
1295045516,F,WA,ARNP,Nurse Practitioner,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1114923331,M,TX,MD,Family Practice,27,16,48,378,0,0,0,12,21,0,0,211,1,713.0
1801850086,M,OR,MD,General Surgery,0,0,0,22,0,0,0,0,12,0,0,0,1,34.0
1265495758,F,VA,DO,Rheumatology,0,0,0,87,0,0,0,0,0,0,0,215,1,302.0
1124052782,M,MN,MD,Family Practice,0,0,14,39,0,0,21,0,0,0,0,29,1,103.0
1982606141,F,NY,FNP,Nurse Practitioner,0,0,0,29,0,0,0,0,0,0,0,0,1,29.0
1518911460,M,PA,MD,Family Practice,28,14,0,201,0,0,0,44,48,37,14,35,1,421.0
1609101583,F,OK,ARNP,Nurse Practitioner,17,19,0,268,0,0,0,0,0,0,0,178,1,482.0
1265496970,M,PR,MD,Internal Medicine,0,0,0,0,0,0,0,0,14,0,0,0,1,14.0
1467415117,M,IN,MD,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1023050515,M,VA,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1851516660,M,IL,MD,Family Practice,0,0,0,19,0,0,0,0,0,0,0,0,1,19.0
1831128826,F,PA,DPM,Podiatry,0,0,0,0,0,0,0,0,0,0,0,11,1,11.0
1134478324,F,MD,CRNP,Nurse Practitioner,17,0,105,36,0,0,28,70,89,36,19,0,1,400.0
1639133838,M,GA,MD,Interventional Pain Management,13,31,34,403,13,15,14,47,186,123,82,59,1,1020.0
1093920258,F,IA,MBBS,Physical Medicine and Rehabilitation,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
